ID,Name,Age,Club,Position,Wage,IR,Value,PAC,SHO,PAS,DRI,DEF,PHY
231503,B. Sambou,22,Fortuna Sittard,ST,3000,1,525000,77,60,46,62,22,70
231601,Dalmau,26,FC Utrecht,ST,8000,1,1300000,71,71,53,66,41,56
231613,S. McCoulsky,23,Forest Green Rovers,ST,3000,1,300000,89,57,37,59,20,69
231616,E. Riis,22,Randers FC,ST,4000,1,775000,69,64,48,62,25,68
231627,U. Sadiq,21,Perugia,ST,3000,1,1600000,75,67,52,63,28,64
231644,F. Akinwande,24,Stevenage,ST,2000,1,140000,76,56,41,55,17,65
231652,S. Banza,23,Racing Club de Lens,ST,10000,1,925000,71,67,48,65,29,64
231743,K. Davis,22,Aston Villa,ST,19000,1,1400000,66,65,53,66,42,72
231745,L. Dimata,22,RSC Anderlecht,ST,15000,1,4400000,77,73,63,70,32,75
231786,A. Šporar,26,Slovenia,ST,15000,1,9500000,76,75,66,73,19,70
231835,T. Henry,25,Oud-Heverlee Leuven,ST,8000,1,1300000,61,67,53,58,35,72
231864,M. van Bergen,20,SC Heerenveen,RW,8000,1,8000000,93,67,64,77,25,49
231868,L. Ruiz,24,UD Logroñés,ST,4000,1,1500000,64,70,57,70,23,63
231929,G. Miller,21,Barnsley,ST,2000,1,300000,75,59,43,61,31,63
231947,Oh Se Hun,21,Sangju Sangmu FC,ST,1000,1,700000,56,61,41,60,35,72
232064,M. Tumminello,21,Atalanta,ST,8000,1,650000,54,67,40,55,37,61
232068,N. Balogh,23,Hull City,ST,5000,1,1100000,74,62,61,70,34,61
232070,R. Caballero,29,Sportivo Luqueño,ST,500,1,300000,61,62,43,59,23,65
232094,J. Niezgoda,25,Portland Timbers,ST,4000,1,1400000,79,70,50,66,34,62
232142,L. Chacana,27,Politehnica Iaşi,RW,2000,1,375000,70,61,58,65,29,60
232200,A. Méyé,22,Paris FC,ST,6000,1,2900000,78,67,60,68,28,64
232207,I. Šaponjić,22,Atlético Madrid,ST,17000,1,1300000,71,67,47,64,31,66
232209,José Kanté,29,Legia Warszawa,ST,7000,1,1100000,75,68,61,73,33,69
232225,J. Serra,22,Holstein Kiel,ST,9000,1,1700000,67,69,47,58,37,77
232238,C. Peralta,29,La Equidad,ST,2000,1,4000000,74,72,51,70,29,60
232329,K. Kanatsızkuş,23,Yeni Malatyaspor,ST,7000,1,1500000,65,67,57,69,21,69
232407,U. Sale,23,Viking FK,RW,1000,1,325000,84,55,52,62,48,71
232559,S. Ibrahim,23,Mjøndalen IF,ST,850,1,425000,79,61,44,61,23,72
232627,H. Goya,26,Kashiwa Reysol,ST,5000,1,1100000,68,69,52,64,28,61
232635,K. Ichimi,22,Yokohama FC,ST,2000,1,1100000,73,65,52,66,32,74
232657,M. Guevgeozián,32,Gimnasia y Esgrima La Plata,ST,5000,1,525000,49,66,39,61,26,63
232670,F. Zampedri,32,Universidad Católica,ST,12000,1,3200000,67,74,54,70,29,75
232714,Y. Toyoda,35,Sagan Tosu,ST,1000,1,210000,35,65,47,57,30,69
232729,C. Tarragona,29,Vélez Sarsfield,ST,11000,1,1800000,72,70,52,69,40,64
232754,T. Amang,21,Kristiansund BK,ST,1000,1,550000,87,60,48,66,36,75
232900,C. Monschein,27,FK Austria Wien,ST,14000,1,2800000,87,70,52,71,22,68
233045,I. Ugbo,21,KSV Cercle Brugge,ST,2000,1,500000,73,59,46,58,25,63
233057,F. Troyansky,23,Unión de Santa Fe,ST,8000,1,2500000,73,69,70,72,29,71
233109,F. Stokkers,24,RKC Waalwijk,ST,2000,1,725000,71,65,43,64,28,68
233119,M. Olunga,26,Kashiwa Reysol,ST,12000,1,7000000,79,75,48,63,29,79
233138,Y. Kobayashi,32,Kawasaki Frontale,ST,12000,1,3200000,77,74,67,73,30,64
233178,M. Köhlert,22,Willem II,LW,6000,1,2400000,78,63,69,74,45,51
233193,Ribamar,21,Ohod Club,ST,6000,1,1300000,82,64,49,63,24,73
233214,V. Gutkovskis,25,Raków Częstochowa,ST,2000,1,475000,72,62,49,62,24,72
233216,P. Tietz,22,SV Wehen Wiesbaden,ST,2000,1,525000,57,61,49,62,32,69
233250,Y. Suzuki,24,Sint-Truidense VV,ST,8000,1,2400000,70,67,67,68,45,69
233259,D. Pineda,25,Atlético de San Luis,ST,3000,1,275000,55,64,43,58,28,57
233277,M. Mayrovich,19,Kuban Krasnodar,ST,2000,1,300000,70,62,46,56,22,53
233289,O. Olomola,22,Scunthorpe United,ST,3000,1,220000,71,58,40,59,25,69
233299,Felipe Vizeu,21,Udinese,ST,20000,1,12000000,75,73,55,69,30,70
233408,Guo Tianyu,21,Shandong Luneng TaiShan FC,ST,3000,1,230000,59,57,42,56,37,68
233417,Asier Benito,25,SD Eibar,ST,6000,1,600000,70,64,54,64,28,59
233463,S. Skålevik,27,IK Start,ST,1000,1,425000,72,63,51,61,26,62
233509,R. Miérez,23,Deportivo Alavés,ST,6000,1,925000,68,67,52,62,34,75
233602,G. Hirst,21,Rotherham United,ST,8000,1,750000,64,63,41,57,30,64
233605,Pedro,22,Fiorentina,ST,40000,1,8500000,69,74,57,70,43,65
233630,H. Cuypers,23,Olympiacos CFP,ST,500,1,1200000,73,69,60,64,26,61
233665,J. Ayunga,23,Bristol Rovers,ST,2000,1,220000,75,57,47,56,30,65
233667,Shan Huanhuan,21,Dalian YiFang FC,ST,2000,1,50000,54,45,35,50,28,47
233707,S. Haugen,22,Aalesunds FK,ST,850,1,400000,79,60,41,60,26,59
233731,A. Isak,20,Real Sociedad,ST,28000,1,18000000,82,80,65,78,28,69
233784,M. Gibson,22,Grimsby Town,ST,2000,1,130000,72,53,38,56,25,59
233808,S. Palombi,23,US Cremonese,ST,1000,1,925000,68,63,56,63,35,64
233809,A. Rossi,22,Castellammare di Stabia,ST,1000,1,900000,64,66,55,63,31,63
233835,P. Szysz,22,Zagłębie Lubin,ST,2000,1,525000,76,58,51,65,33,66
233848,J. Hauge,20,FK Bodø/Glimt,LW,4000,1,6000000,87,68,68,74,42,66
233892,T. Sandoval,21,Club Atlético Colón,ST,2000,1,825000,66,60,46,62,25,67
233941,L. Cullen,21,Swansea City,ST,4000,1,300000,74,60,52,65,29,39
234028,Rômulo Calsede,20,Atlético Mineiro,ST,17000,1,2700000,72,72,60,67,32,69
234044,D. Mouchamps,21,KAS Eupen,ST,2000,1,300000,76,58,51,62,22,52
234067,N. Andreev,19,FC Anzhi Makhachkala,RW,3000,1,475000,74,58,56,67,31,35
234185,J. Hector-Ingram,21,Derby County,ST,4000,1,275000,67,60,41,58,21,61
234202,C. Nunnely,21,Willem II,RW,5000,1,2500000,91,57,58,75,24,62
234235,I. Isa,31,Bulgaria,ST,0,1,0,65,63,45,58,27,67
234249,S. Surridge,21,Bournemouth,ST,4000,1,1000000,61,65,43,64,28,71
234293,A. Tanaka,32,HJK Helsinki,LW,500,1,425000,80,59,61,67,55,61
234369,M. Mølvadgaard,20,Strømsgodset IF,ST,800,1,400000,75,57,46,60,24,66
234393,M. Ramkilde,22,Queens Park Rangers,ST,2000,1,80000,63,51,46,49,33,58
234476,A. Albers,30,SSV Jahn Regensburg,ST,5000,1,725000,63,65,43,58,29,73
234496,O. Bogle,25,ADO Den Haag,ST,3000,1,800000,65,65,50,63,30,67
234522,J. Okkels,20,IF Elfsborg,LW,1000,1,800000,82,58,56,66,26,61
234619,Y. Mamilonne,28,FC Chambly Oise,ST,2000,1,375000,68,60,45,56,26,71
234631,S. Grønning,21,Hobro IK,ST,2000,1,160000,73,54,41,57,27,60
234636,A. Pavlović,26,Brøndby IF,ST,8000,1,925000,67,68,54,64,28,66
234671,J. Odgaard,21,Sassuolo,ST,7000,1,1000000,68,65,50,67,39,66
234733,M. Wright,22,Grimsby Town,RW,2000,1,250000,82,53,49,62,32,54
234743,A. Muskwe,20,Swindon Town,ST,2000,1,375000,65,57,45,59,30,65
234820,H. St Clair,20,Kilmarnock,LW,1000,1,275000,68,54,55,60,28,38
234826,Toni Martínez,23,Famalicão,ST,12000,1,10000000,71,75,57,72,24,75
235091,Getterson,29,Clube Sport Marítimo,ST,5000,1,900000,74,67,53,68,28,74
235133,M. Finotto,27,AC Monza,ST,2000,1,750000,82,62,57,65,35,67
235157,C. Daferner,22,SG Dynamo Dresden,ST,2000,1,425000,61,62,42,56,24,63
235161,J. Maja,21,FC Girondins de Bordeaux,ST,16000,1,3700000,75,70,62,70,28,58
235194,G. Vrioni,20,Cittadella,ST,1000,1,550000,62,62,50,64,23,54
235218,M. Dinanga,23,Stevenage,ST,2000,1,130000,71,56,40,56,19,51
235301,P. Schmidt,21,Barnsley,ST,3000,1,850000,77,63,50,64,22,59
235320,B. Johnsen,28,Ulsan Hyundai FC,ST,5000,1,1100000,72,69,52,64,48,77
235360,R. Ache,21,Eintracht Frankfurt,ST,7000,1,1300000,75,64,43,65,28,71
235410,Y. En-Nesyri,23,Sevilla FC,ST,27000,1,14000000,76,77,54,77,34,76
235513,S. Ganvoula,24,VfL Bochum 1848,ST,9000,1,1400000,81,68,49,60,27,74
235527,E. Oti Essigba,22,Esbjerg fB,LW,3000,1,550000,91,54,54,67,34,53
235561,K. Fortuné,30,AJ Auxerre,ST,5000,1,1700000,79,71,63,68,30,70
235619,M. Edwards,21,Vitória Guimarães,RW,10000,1,16000000,84,65,68,85,34,48
235736,K. Sterling,20,Leyton Orient,ST,3000,1,675000,76,65,41,62,23,50
235744,B. Thomas-Asante,21,Salford City,ST,3000,1,425000,82,58,55,67,30,70
235769,O. Dale,21,Crewe Alexandra,RW,2000,1,350000,82,54,53,62,24,55
235812,G. Kvilitaia,26,KAA Gent,ST,16000,1,2900000,61,71,57,69,37,73
235823,G. Jaroch,22,Warta Poznań,ST,950,1,525000,64,62,42,61,25,57
235842,A. Pinamonti,21,Inter,ST,24000,1,1700000,62,70,45,67,22,62
235848,D. Carando,31,Cusco FC,ST,500,1,575000,62,68,45,55,22,60
235950,F. Barceló,27,Emelec,ST,500,1,900000,74,65,46,65,27,68
235991,N. Cordero,21,Club Atlético Huracán,ST,2000,1,500000,64,64,52,61,25,62
236008,B. Morris,20,Ipswich Town,ST,2000,1,275000,77,61,51,62,21,39
236025,H. Smith,25,Northampton Town,ST,3000,1,400000,58,61,47,60,31,75
236197,Hélton Carvalhal,28,Ceará Sporting Club,ST,3000,1,250000,36,68,36,45,30,61
236282,J. Mascia,26,Club Plaza Colonia,ST,500,1,550000,54,69,49,62,35,62
236287,N. Ibáñez,25,Atlético de San Luis,ST,10000,1,2300000,73,69,55,66,33,71
236321,D. N'Lundulu,21,Southampton,ST,6000,1,275000,67,58,46,58,21,62
236341,N. Messiniti,24,Independiente,ST,4000,1,525000,62,64,48,64,28,62
236413,S. Kulenović,20,Dinamo Zagreb,ST,500,1,825000,82,58,44,64,22,71
236447,R. Peña,23,Houston Dynamo,ST,2000,1,625000,65,63,46,62,22,65
236461,J. Mateta,23,1. FSV Mainz 05,ST,26000,1,11000000,76,74,53,72,33,77
236474,M. Bundu,23,RSC Anderlecht,RW,15000,1,4600000,87,66,66,72,43,69
236498,S. Lammers,23,Atalanta,ST,39000,1,8000000,75,75,61,77,34,70
236533,R. Glatzel,26,Cardiff City,ST,17000,1,2200000,71,70,45,65,27,68
236553,E. Huth,23,1. FC Kaiserslautern,ST,2000,1,725000,78,65,48,65,21,72
236555,Guilherme Schettine,24,SC Braga,ST,6000,1,1300000,67,69,57,67,24,66
236591,E. Sylisufaj,20,Falkenbergs FF,ST,700,1,675000,70,65,48,62,24,68
236593,C. Stengs,21,AZ Alkmaar,RW,11000,2,15500000,76,68,76,82,33,58
236611,R. Loft,22,Scunthorpe United,ST,3000,1,190000,59,57,43,53,31,70
236621,P. Hamel,26,FC Lorient,ST,20000,1,3000000,61,73,57,67,28,62
236634,H. Stenevik,20,Strømsgodset IF,RW,800,1,230000,67,49,52,59,30,49
236673,Pedro Marques,20,Sporting CP,ST,7000,1,3900000,76,70,49,70,23,68
236678,S. Lo Faso,22,Lecce,CF,8000,1,925000,79,62,61,66,26,51
236744,M. Zoch,22,Oriente Petrolero,RW,500,1,1900000,89,55,62,75,23,45
236752,D. Bamba,25,SK Brann,ST,2000,1,1000000,86,65,53,67,27,69
236757,P. Klimala,21,Celtic,ST,10000,1,850000,81,62,47,65,29,67
236767,E. Soleri,19,UD Almería,ST,2000,1,800000,64,63,38,60,21,64
236778,M. Touray,20,Salford City,ST,3000,1,100000,67,50,39,52,21,56
236783,K. Lunding,20,Odds BK,RW,950,1,500000,70,53,56,66,29,47
236785,T. Abrahams,21,Newport County,ST,2000,1,220000,83,57,40,61,21,69
236849,D. Ceter,22,Chievo Verona,ST,500,1,325000,49,62,35,50,33,67
236885,B. Vazquez,21,FC Cincinnati,ST,1000,1,550000,67,60,48,57,20,65
236893,Rui Pedro,19,Boavista FC,ST,4000,1,1900000,68,66,55,69,25,65
236899,A. Sobolev,23,Spartak Moscow,ST,41000,1,7500000,71,75,58,71,41,72
236940,Darío Poveda,23,Getafe CF,ST,5000,1,475000,52,63,52,62,24,53
236955,P. Tomczyk,22,Stal Mielec,ST,900,1,400000,83,58,41,61,23,59
236988,E. Nketiah,21,Arsenal,ST,35000,1,4300000,83,69,54,74,23,61
236992,J. Ortiz,27,Millonarios FC,ST,2000,1,825000,74,68,58,62,26,63
237039,L. Lamprou,22,FC Twente,LW,5000,1,1500000,84,68,59,69,31,66
237051,M. Turay,25,Hebei China Fortune FC,ST,7000,1,1400000,88,65,51,72,27,73
237135,Davidson,29,Alanyaspor,LW,19000,1,8500000,78,75,71,80,41,71
237179,C. Ndiaye,24,Göztepe SK,ST,4000,1,220000,66,58,45,57,18,59
237254,K. Denkey,19,Nîmes Olympique,ST,3000,1,750000,67,66,43,61,23,62
237286,A. Connolly,20,Brighton & Hove Albion,ST,23000,1,2600000,77,69,48,70,20,61
237291,G. Blanco Leschuk,28,Real Oviedo,ST,9000,1,2400000,68,72,47,62,35,78
237295,E. Latte Lath,18,Atalanta,RW,5000,1,925000,75,63,55,67,32,56
237303,O. Kharbin,26,Al Hilal,ST,28000,1,3900000,77,74,58,70,36,69
237321,M. Berisha,22,FC Red Bull Salzburg,ST,12000,1,1500000,72,68,62,69,30,72
237355,N. Kabamba,27,Kilmarnock,ST,2000,1,425000,74,61,41,60,25,68
237391,M. De Luca,21,Chievo Verona,ST,800,1,600000,45,63,48,59,20,62
237438,Erik Expósito,24,Śląsk Wrocław,ST,3000,1,925000,64,64,47,63,29,63
237461,C. Colmán,26,Barcelona Sporting Club,ST,500,1,825000,72,65,45,66,26,65
237502,D. Johnsen,21,PEC Zwolle,LW,3000,1,1100000,81,56,63,72,26,58
237521,M. Samad,21,Olympique de Marseille,RW,5000,1,220000,70,57,53,63,29,41
237524,S. Kaba,25,FC Midtjylland,ST,8000,1,850000,66,65,54,64,37,74
237563,A. Badji,21,SK Rapid Wien,ST,7000,1,1300000,85,67,41,64,26,80
237581,D. Orgill,30,Antalyaspor,ST,9000,1,1000000,84,64,43,66,36,73
237631,L. Mothiba,24,RC Strasbourg Alsace,ST,19000,1,4300000,69,72,60,70,27,68
237669,A. Zerbin,21,Napoli,LW,6000,1,110000,43,53,51,58,32,43
237708,M. Sylla,20,FC Utrecht,ST,4000,1,1100000,79,64,53,71,22,54
237710,A. Fletcher,20,Plymouth Argyle,ST,3000,1,130000,72,55,43,56,20,55
237715,P. Cutrone,22,Fiorentina,ST,42000,1,9500000,73,74,56,74,29,69
237799,K. Sugimoto,27,Urawa Red Diamonds,ST,5000,1,900000,71,68,55,65,23,74
237807,D. Vente,20,RKC Waalwijk,ST,2000,1,1100000,76,64,54,66,27,58
237833,M. Harris,21,Cardiff City,ST,3000,1,140000,68,52,57,56,38,62
237907,Canillas,23,SV Ried,ST,3000,1,500000,62,66,47,60,21,59
237936,A. Dønnum,22,Vålerenga Fotball,RW,2000,1,1400000,82,58,60,72,41,69
238034,S. Krpić,29,Suwon Samsung Bluewings,ST,2000,1,550000,67,62,47,59,31,69
238050,C. Ejuke,22,PFC CSKA Moscow,LW,37000,1,9500000,94,69,61,79,37,59
238075,M. Taylor-Crossdale,20,Colchester United,ST,2000,1,550000,72,63,50,61,25,57
238104,Zhu Jianrong,28,Qingdao Huanghai F.C.,ST,3000,1,250000,66,58,51,55,34,71
238180,C. Spinelli,23,Genoa,ST,9000,1,2700000,68,68,57,69,26,63
238194,N. Bustos,21,Club Atlético Talleres,ST,12000,1,10000000,79,74,66,77,33,67
238224,Marcão,26,Hebei China Fortune FC,ST,12000,1,3900000,69,71,46,63,28,81
238232,Han Kwang Song,20,Cagliari,ST,15000,1,3200000,75,69,53,72,36,51
238273,J. Marković,19,Academica Clinceni,ST,800,1,650000,76,58,44,60,22,78
238274,F. Coman,22,Romania,LW,15000,1,9000000,90,73,69,75,34,66
238284,J. López,20,Rionegro Águilas,ST,500,1,130000,75,54,43,57,23,46
238303,K. Velde,20,FK Haugesund,LW,1000,1,925000,81,60,55,69,33,62
238378,M. Kaastrup,19,Aarhus GF,LW,1000,1,170000,75,41,48,59,24,55
238413,A. Di Nardo,20,Sampdoria,ST,5000,1,450000,64,60,49,58,23,54
238460,R. Brewster,20,Liverpool,ST,32000,1,3900000,79,71,55,72,20,61
238464,J. Mlakar,20,Wigan Athletic,ST,3000,1,600000,63,61,48,60,24,59
238491,A. Oteh,21,Queens Park Rangers,ST,2000,1,525000,77,59,46,62,23,66
238545,F. Al Birekan,20,Al Nassr,ST,5000,1,230000,74,56,39,53,22,58
238546,M. Al Hamad,20,Damac FC,ST,3000,1,160000,63,55,43,53,22,50
238558,T. Warschewski,20,SC Preußen Münster,ST,1000,1,220000,60,60,43,57,27,59
238598,P. Schikowski,28,SC Verl,LW,750,1,375000,82,58,53,65,30,56
238694,L. Röser,26,1. FC Kaiserslautern,ST,2000,1,575000,73,64,54,64,32,69
238715,E. Crona,20,Kalmar FF,ST,600,1,150000,69,55,38,52,19,61
238726,G. Marcussen,22,KFC Uerdingen 05,LW,2000,1,450000,75,55,56,64,40,57
238756,J. Larsen,20,FC Groningen,ST,2000,1,1100000,61,63,53,63,29,70
238821,F. Vietto,21,Patronato,ST,2000,1,500000,73,58,50,67,26,56
238873,P. Pellegri,19,AS Monaco,ST,8000,1,925000,64,65,54,66,20,62
238885,Matheus Aias,23,Orlando City SC,ST,3000,1,1100000,71,66,49,69,26,60
238900,E. Demirović,22,SC Freiburg,ST,13000,1,3100000,66,72,58,66,37,73
238924,D. Keita-Ruel,30,SV Sandhausen,ST,5000,1,1000000,68,70,49,64,35,83
238938,B. Girth,28,Holstein Kiel,ST,7000,1,675000,60,66,45,63,23,63
238977,C. Beck,32,1. FC Magdeburg,ST,2000,1,425000,49,67,46,54,31,76
239003,H. Mahou,19,OGC Nice,RW,4000,1,850000,66,63,60,67,33,50
239043,U. Bozok,23,FC Lorient,ST,15000,1,2400000,79,69,58,73,24,66
239078,S. Schimmer,26,1. FC Heidenheim 1846,ST,9000,1,925000,64,68,41,62,29,73
239097,D. Srbeny,26,SC Paderborn 07,ST,11000,1,1300000,68,66,57,67,32,70
239121,H. Al Ghaddioui,29,VfB Stuttgart,ST,13000,1,1100000,54,71,50,61,29,76
239125,E. Botheim,20,Stabæk Fotball,ST,700,1,450000,65,61,40,60,26,59
239187,J. Aguilar,22,Estoril Praia,LW,3000,1,725000,73,65,56,69,25,61
239191,S. Demhasaj,23,FC Luzern,ST,4000,1,650000,52,69,43,60,32,55
239204,B. Igiehon,26,Finn Harps,ST,500,1,100000,67,53,44,50,29,72
239207,M. Gómez,23,Valencia CF,ST,40000,1,20000000,68,81,68,73,32,82
239208,D. Newton,29,Stevenage,ST,2000,1,250000,75,60,42,62,28,72
239211,B. Moussiti-Oko,25,AC Ajaccio,ST,2000,1,600000,58,64,39,58,26,76
239268,N. Manzambi,23,Real Sporting de Gijón,ST,3000,1,700000,76,62,49,65,24,65
239303,Y. Njie,26,Boavista FC,ST,5000,1,1300000,76,66,55,70,39,69
239365,A. Petre,22,FCSB (Steaua),ST,6000,1,1200000,75,64,56,64,38,76
239378,K. Sierhuis,22,Stade de Reims,ST,8000,1,1100000,65,71,52,59,29,75
239432,A. Grbic,23,FC Lorient,ST,18000,1,3300000,72,75,53,68,24,69
239544,K. Magaña,22,Guadalajara,LW,7000,1,350000,71,60,57,65,32,47
239545,J. Godínez,23,Club León,ST,6000,1,850000,65,62,50,62,30,69
239552,M. Biamou,29,Coventry City,ST,11000,1,450000,77,65,44,60,28,70
239589,W. Kanga,22,Kayserispor,ST,4000,1,950000,71,63,60,68,24,62
239592,J. Macías,20,Mexico,ST,34000,1,10500000,73,75,59,74,25,58
239593,K. Rezaei,28,Sporting de Charleroi,ST,11000,1,2400000,67,72,67,66,28,68
239611,M. Eisa,25,Peterborough United,ST,5000,1,975000,81,66,51,66,24,64
239627,A. Zreľák,26,1. FC Nürnberg,ST,4000,1,825000,67,66,43,62,30,75
239666,T. Müsel,20,Borussia Mönchengladbach,ST,5000,1,675000,68,61,57,66,28,54
239693,F. Hinds,20,Bristol City,ST,5000,1,275000,81,59,38,59,23,55
239708,M. Raguž,22,LASK Linz,ST,12000,1,1500000,70,67,60,70,22,69
239741,J. Villalba,21,Borussia Mönchengladbach,ST,5000,1,475000,69,66,49,64,24,46
239842,G. Giakoumakis,25,VVV-Venlo,ST,3000,1,825000,68,66,43,62,28,75
239873,A. Sobczyk,23,Górnik Zabrze,ST,2000,1,675000,68,64,43,63,21,60
239883,M. Penfold,21,Barrow,ST,1000,1,100000,70,51,37,53,17,56
239907,R. Dwamena,24,Vejle Boldklub,ST,4000,1,1000000,78,67,58,67,21,71
239910,A. Boupendza,23,Hatayspor,ST,3000,1,350000,62,64,45,59,21,55
239915,Pedro Martelo,20,FC Paços de Ferreira,ST,1000,1,550000,45,64,47,53,25,65
239922,Rui Costa,24,FC Porto,ST,4000,1,900000,74,66,64,69,34,57
239936,N. Guerra,20,Universidad de Chile,ST,3000,1,1200000,73,63,53,70,22,61
239944,R. Taylor,25,SK Brann,LW,2000,1,800000,78,64,62,67,52,71
239956,M. Boadu,19,AZ Alkmaar,ST,7000,1,11500000,88,74,61,76,28,64
239965,J. Valencia,20,Racing Club de Lens,ST,5000,1,275000,55,56,39,61,29,59
239978,D. Man,21,FCSB (Steaua),RW,12000,1,6000000,88,69,68,74,43,70
239997,Raul Asencio,22,Genoa,ST,4000,1,725000,70,61,51,61,24,61
240038,N. Mbouhom,19,Eintracht Frankfurt,CF,3000,1,375000,68,57,52,69,21,53
240040,C. Holse,21,Rosenborg BK,RW,2000,1,1200000,82,61,62,70,31,57
240168,J. Arias,27,Club Atlético Talleres,ST,8000,1,1200000,61,70,53,67,27,70
240364,I. Boye,23,Örebro SK,ST,950,1,190000,68,58,34,56,23,68
240421,Rubio,25,Cracovia,ST,2000,1,400000,56,62,48,59,32,66
240497,I. Wadji,25,FK Haugesund,ST,1000,1,475000,87,61,52,66,26,61
240524,M. Ebiye,22,Lillestrøm SK,ST,950,1,300000,89,56,52,60,34,64
240589,Miguel,20,Real Valladolid CF,ST,6000,1,1500000,73,66,52,65,30,66
240599,C. Hendry,22,St. Johnstone FC,ST,1000,1,350000,69,61,44,64,23,51
240609,B. Seymour,21,Exeter City,ST,2000,1,100000,72,51,35,55,20,54
240715,G. Lloyd,20,Cheltenham Town,ST,2000,1,200000,76,54,47,60,24,60
240736,G. Borello,21,Crotone,RW,2000,1,275000,57,53,57,67,25,37
240738,R. Muhammed,26,BB Erzurumspor,ST,3000,1,250000,94,53,51,63,32,70
240745,S. Quigley,27,Barrow,ST,2000,1,275000,61,62,46,56,30,75
240753,A. Gouiri,20,OGC Nice,ST,15000,1,3500000,74,70,62,74,32,62
240775,T. Smith,21,Swindon Town,ST,2000,1,220000,79,56,46,63,21,46
240788,M. Olivieri,21,Empoli,LW,650,1,450000,72,57,49,62,24,59
240801,L. Amarilla,24,Minnesota United FC,ST,2000,1,600000,62,65,54,61,30,59
240807,O. Shaw,22,Ross County FC,ST,2000,1,525000,67,60,46,60,21,55
240846,E. Apeh,23,CD Tenerife,ST,4000,1,1400000,69,67,54,67,26,62
240847,Leonardo Rocha,22,KAS Eupen,ST,4000,1,925000,62,67,46,62,21,65
240902,Sergio Benito,21,Rayo Vallecano,ST,2000,1,825000,71,64,51,67,26,59
240914,E. Eze,23,SK Sturm Graz,ST,5000,1,725000,82,62,51,64,26,68
240925,L. Millar,20,Canada,LW,0,1,0,74,62,54,68,22,59
240940,R. de la Rosa,20,Pachuca,ST,2000,1,450000,66,59,48,58,18,58
240944,M. Estrada,24,Deportivo Toluca,ST,8000,1,1200000,71,64,50,66,23,71
240946,F. Jno-Baptiste,20,Östersunds FK,ST,800,1,500000,83,60,46,64,26,47
240959,Steven Prieto,22,Real Oviedo,ST,3000,1,700000,62,64,49,62,26,67
240963,J. García,27,Unión de Santa Fe,ST,10000,1,2800000,76,71,47,65,35,77
240967,J. Kayode,20,Carlisle United,ST,2000,1,200000,70,54,34,56,22,64
240969,J. Carranza,20,Inter Miami,ST,3000,1,1400000,69,67,54,68,33,62
241005,J. Ardaiz,21,FC Lugano,ST,2000,1,650000,78,62,49,61,20,67
241046,J. Romero,19,Atlético Tucumán,ST,1000,1,220000,73,57,50,58,29,36
241114,O. Drost,23,AC Horsens,ST,2000,1,300000,77,57,50,61,27,65
241201,P. Waring,21,Cerezo Osaka,ST,1000,1,160000,68,55,42,52,17,69
241202,P. Daka,21,FC Red Bull Salzburg,ST,22000,1,12000000,93,76,58,76,24,70
241236,A. Semenyo,20,Bristol City,ST,5000,1,450000,82,58,41,64,20,63
241266,W. Geubbels,18,AS Monaco,ST,4000,1,675000,82,62,53,63,26,52
241292,I. Huguenet,21,Newell's Old Boys,ST,4000,1,750000,60,61,54,63,45,61
241301,J. Shonga,23,Orlando Pirates,ST,500,1,875000,70,65,61,70,31,52
241386,J. Soule,19,West Bromwich Albion,ST,7000,1,275000,73,61,48,60,23,38
241394,A. Akinola,20,Toronto FC,ST,1000,1,350000,85,55,47,62,20,67
241407,M. Bevan,22,New Zealand,ST,0,1,0,66,58,42,54,28,65
241415,R. Wiedesheim-Paul,18,Halmstads BK,ST,500,1,80000,56,51,37,46,20,49
241428,H. Knibbs,21,Cambridge United,ST,2000,1,525000,73,61,46,59,26,68
241452,J. Diamond,20,Sunderland,ST,2000,1,110000,72,52,40,53,18,52
241474,J. Þorsteinsson,21,Aarhus GF,LW,4000,1,1200000,77,61,61,71,39,63
241499,C. Garcés,30,Delfín SC,ST,500,1,1000000,46,73,47,65,23,77
241502,K. Athiu,27,Melbourne Victory,ST,2000,1,100000,72,55,42,55,24,54
241508,M. Damsgaard,19,Sampdoria,LW,11000,1,6500000,81,68,71,77,48,64
241522,J. Wind,21,FC København,ST,13000,1,5000000,70,69,63,72,33,74
241523,M. Forss,21,Brentford,ST,8000,1,775000,67,66,42,57,32,64
241573,M. García,20,Once Caldas,ST,1000,1,1000000,81,67,41,64,23,68
241638,B. Worman,18,Cambridge United,ST,850,1,80000,73,50,37,51,26,44
241658,O. Šarkić,22,Blackpool,RW,2000,1,450000,69,61,54,62,26,54
241659,S. Odey,22,Amiens SC,ST,2000,1,650000,85,60,45,65,33,63
241694,S. Rentería,21,Deportivo Cali,ST,500,1,160000,74,56,43,62,25,46
241695,J. Amon,21,FC Nordsjælland,LW,3000,1,875000,90,55,54,71,32,59
241721,Rafael Leão,21,Milan,ST,26000,1,9000000,86,72,64,79,27,69
241817,E. Taha,21,En Avant de Guingamp,ST,1000,1,550000,84,57,48,64,23,56
241840,N. Bazan,21,Universidad Católica del Ecuador,ST,500,1,600000,69,67,51,63,28,62
241850,M. Retegui,21,Boca Juniors,ST,6000,1,1700000,60,68,47,65,33,72
